mysql> select * from account;
+----------------+-------------+---------+
| account_number | branch_name | balance |
| A-1000363      | Round Hill  |    1292 |
| A-1000364      | Pownal      |    8105 |
| A-1000365      | Pownal      |     366 |
| A-1000366      | Redwood     |    1647 |
| A-1000367      | Brighton    |    3219 |
| A-1000368      | Round Hill  |     725 |
| A-1000369      | Pownal      |     810 |
| A-1000370      | Mianus      |    7519 |
| A-1000371      | Redwood     |    1919 |
| A-1000372      | Round Hill  |    9748 |
| A-1000373      | Mianus      |    3471 |
| A-1000374      | Pownal      |    1252 |
| A-1000375      | Downtown    |    8914 |
| A-1000376      | Perryridge  |    3475 |
| A-1000377      | Round Hill  |    1713 |
| A-1000378      | Round Hill  |    1417 |
| A-1000379      | Brighton    |    4312 |
| A-1000380      | Redwood     |    5300 |
| A-1000381      | Redwood     |    3857 |
| A-1000382      | Pownal      |    7139 |
| A-1000383      | North Town  |    2887 |
| A-1000384      | Brighton    |    9218 |
| A-1000385      | Redwood     |    3557 |
| A-1000386      | Mianus      |    8230 |
| A-1000387      | Brighton    |    1347 |
| A-1000388      | Brighton    |    7437 |
| A-1000389      | Redwood     |    1915 |
| A-1000390      | Downtown    |      16 |
| A-1000391      | Downtown    |    7313 |
| A-1000392      | Downtown    |    2189 |
| A-1000393      | Downtown    |    6044 |
| A-1000394      | Downtown    |    2858 |
| A-1000395      | North Town  |     905 |
| A-1000396      | Perryridge  |    4200 |
| A-1000397      | Perryridge  |    8484 |
| A-1000398      | Redwood     |    4499 |
| A-1000399      | North Town  |     253 |
| A-1000400      | Perryridge  |    8337 |
| A-1000401      | Mianus      |     832 |
| A-1000402      | Pownal      |    1277 |
| A-1000403      | Pownal      |    2682 |
| A-1000404      | Brighton    |    9875 |
| A-1000405      | Pownal      |    3994 |
| A-1000406      | Downtown    |    6449 |
| A-1000407      | North Town  |     806 |
| A-1000408      | Pownal      |    7901 |
| A-1000409      | Perryridge  |    2437 |
| A-1000410      | Redwood     |    4068 |
| A-1000411      | Redwood     |    6860 |
| A-1000412      | Perryridge  |    3821 |
| A-1000413      | Redwood     |    4757 |
| A-1000414      | Brighton    |      99 |
| A-1000415      | Downtown    |     636 |
| A-1000416      | Pownal      |    9923 |
| A-1000417      | Redwood     |    4214 |
| A-1000418      | Redwood     |    6806 |
| A-1000419      | Downtown    |    1247 |
| A-1000420      | Pownal      |    5253 |
| A-1000421      | Downtown    |    3511 |
| A-1000422      | Round Hill  |    7310 |
| A-1000423      | Round Hill  |    5112 |
| A-1000424      | Downtown    |   10006 |
| A-1000425      | North Town  |    3705 |
| A-1000426      | Perryridge  |    4045 |
| A-1000427      | Perryridge  |    1442 |
| A-1000428      | Perryridge  |    9242 |
| A-1000429      | Brighton    |     718 |
| A-1000430      | Round Hill  |    8997 |
| A-1000431      | Perryridge  |    2407 |
| A-1000432      | Redwood     |     752 |
| A-1000433      | North Town  |    1953 |
| A-1000434      | Redwood     |     326 |
| A-1000435      | Mianus      |     544 |
| A-1000436      | Downtown    |    6517 |
| A-1000437      | Round Hill  |    5390 |
| A-1000438      | North Town  |    7951 |
| A-1000439      | Pownal      |    2476 |
| A-1000440      | North Town  |    2744 |
| A-1000441      | Redwood     |    7681 |
| A-1000442      | North Town  |    8602 |
| A-1000443      | Perryridge  |    7419 |
| A-1000444      | Redwood     |    9222 |
| A-1000445      | Downtown    |    5916 |
| A-1000446      | Brighton    |    6058 |
| A-1000447      | Pownal      |    2434 |
| A-1000448      | North Town  |    4219 |
| A-1000449      | Downtown    |     786 |
| A-1000450      | North Town  |    5642 |
| A-1000451      | Downtown    |    7738 |
| A-1000452      | Round Hill  |    5373 |
| A-1000453      | Pownal      |    2258 |
| A-1000454      | Brighton    |    8118 |
| A-1000455      | Mianus      |    9274 |
| A-1000456      | Mianus      |    7007 |
| A-1000457      | Brighton    |    2857 |
| A-1000458      | Brighton    |    8357 |
| A-1000459      | North Town  |    7887 |
| A-1000460      | Brighton    |    9866 |
| A-1000461      | Perryridge  |    5625 |
| A-1000462      | Round Hill  |    4268 |
| A-1000463      | North Town  |     483 |
| A-1000464      | Mianus      |    7925 |
| A-1000465      | Redwood     |    1121 |
| A-1000466      | Pownal      |    3123 |
| A-1000467      | Brighton    |    8180 |
| A-1000468      | Brighton    |    6080 |
| A-1000469      | Pownal      |    2370 |
| A-1000470      | Redwood     |    4432 |
| A-1000471      | North Town  |     359 |
| A-1000472      | Downtown    |    3137 |
| A-1000473      | Perryridge  |    1674 |
| A-1000474      | Brighton    |    7132 |
| A-1000475      | Downtown    |    6217 |
| A-1000476      | Round Hill  |    8488 |
| A-1000477      | Downtown    |    4511 |
| A-1000478      | Brighton    |    2964 |
| A-1000479      | North Town  |    6694 |
| A-1000480      | Downtown    |    5223 |
| A-1000481      | North Town  |    7512 |
| A-1000482      | Perryridge  |    6846 |
| A-1000483      | Redwood     |      68 |
| A-1000484      | North Town  |    6011 |
| A-1000485      | Perryridge  |   10037 |
| A-1000486      | Downtown    |    5650 |
| A-1000487      | Pownal      |    7517 |
| A-1000488      | Downtown    |    5705 |
| A-1000489      | Downtown    |    2649 |
| A-1000490      | North Town  |    5029 |
| A-1000491      | Redwood     |    9928 |
| A-1000492      | Redwood     |    2072 |
| A-1000493      | Mianus      |    2831 |
| A-1000494      | Downtown    |    8649 |
| A-1000495      | Perryridge  |    8962 |
| A-1000496      | Pownal      |    7031 |
| A-1000497      | Round Hill  |    7032 |
| A-1000498      | Mianus      |    7427 |
| A-1000499      | Mianus      |    8782 |
| A-1000500      | Perryridge  |    6807 |
| A-1000501      | Downtown    |    9766 |
| A-1000502      | Brighton    |    6652 |
| A-1000503      | North Town  |    3551 |
| A-1000504      | Pownal      |    8053 |
| A-1000505      | Round Hill  |    2638 |
| A-1000506      | Mianus      |    8481 |
| A-1000507      | Redwood     |    5709 |
| A-1000508      | Downtown    |    2214 |
| A-1000509      | Mianus      |     336 |
| A-1000510      | Perryridge  |    1143 |
| A-1000511      | Downtown    |    5147 |
| A-1000512      | Pownal      |    5125 |
| A-1000513      | Mianus      |    2397 |
| A-1000514      | Perryridge  |     101 |
| A-1000515      | Mianus      |    3581 |
| A-1000516      | Brighton    |    5628 |
| A-1000517      | Brighton    |    2707 |
| A-1000518      | Pownal      |    2281 |
| A-1000519      | Round Hill  |       6 |
| A-1000520      | Mianus      |     218 |
| A-1000521      | North Town  |    8209 |
| A-1000522      | Brighton    |    6226 |
| A-1000523      | Round Hill  |    8085 |
| A-1000524      | North Town  |    5506 |
| A-1000525      | North Town  |    8532 |
| A-1000526      | Round Hill  |    8178 |
| A-1000527      | Redwood     |    3321 |
| A-1000528      | Redwood     |    5872 |
| A-1000529      | Downtown    |    1285 |
| A-1000530      | Downtown    |    4473 |
| A-1000531      | Round Hill  |    2020 |
| A-1000532      | Mianus      |    8830 |
| A-1000533      | North Town  |    7683 |
| A-1000534      | Redwood     |    4800 |
| A-1000535      | Round Hill  |    6588 |
| A-1000536      | Mianus      |    2153 |
| A-1000537      | Brighton    |    1756 |
| A-1000538      | Pownal      |    6304 |
| A-1000539      | Pownal      |    1152 |
| A-1000540      | Perryridge  |    9534 |
| A-1000541      | Downtown    |    3192 |
| A-1000542      | Perryridge  |    5503 |
| A-1000543      | Downtown    |    9802 |
| A-1000544      | North Town  |    3151 |
| A-1000545      | Pownal      |    7616 |
| A-1000546      | Round Hill  |    3965 |
| A-1000547      | Redwood     |    2404 |
| A-1000548      | Redwood     |    1832 |
| A-1000549      | Perryridge  |    8438 |
| A-1000550      | Redwood     |    7509 |
| A-1000551      | Brighton    |     419 |
| A-1000552      | Downtown    |     245 |
| A-1000553      | Redwood     |    7109 |
| A-1000554      | Downtown    |    5223 |
| A-1000555      | Perryridge  |     592 |
| A-1000556      | Brighton    |    1053 |
| A-1000557      | Downtown    |    7541 |
| A-1000558      | Downtown    |    7735 |
| A-1000559      | North Town  |    6085 |
| A-1000560      | Mianus      |    6927 |
| A-1000561      | Round Hill  |    2216 |
| A-1000562      | Redwood     |    2485 |
| A-1000563      | Redwood     |    1909 |
| A-1000564      | Perryridge  |    2228 |
| A-1000565      | Downtown    |    2825 |
| A-1000566      | Redwood     |    2684 |
| A-1000567      | Brighton    |    6771 |
| A-1000568      | Perryridge  |   10062 |
| A-1000569      | Pownal      |    8988 |
| A-1000570      | Round Hill  |    6953 |
| A-1000571      | Redwood     |    9815 |
| A-1000572      | North Town  |    1414 |
| A-1000573      | Mianus      |    1629 |
| A-1000574      | Downtown    |    4619 |
| A-1000575      | North Town  |    1878 |
| A-1000576      | North Town  |    1962 |
| A-1000577      | North Town  |    6311 |
| A-1000578      | Redwood     |    9262 |
| A-1000579      | Mianus      |    6895 |
| A-1000580      | Round Hill  |    5527 |
| A-1000581      | Redwood     |    5666 |
| A-1000582      | Downtown    |    5001 |
| A-1000583      | North Town  |    2057 |
| A-1000584      | Pownal      |    5740 |
| A-1000585      | Perryridge  |    1576 |
| A-1000586      | Redwood     |    7356 |
| A-1000587      | Pownal      |    4120 |
| A-1000588      | Pownal      |    8719 |
| A-1000589      | Round Hill  |    3582 |
| A-1000590      | North Town  |    1761 |
| A-1000591      | Round Hill  |     595 |
| A-1000592      | Brighton    |    8241 |
| A-1000593      | Downtown    |    5581 |
| A-1000594      | Perryridge  |    8408 |
| A-1000595      | Redwood     |    7354 |
| A-1000596      | Perryridge  |    4938 |
| A-1000597      | North Town  |    5735 |
| A-1000598      | Pownal      |    9773 |
| A-1000599      | Round Hill  |    5030 |
| A-1000600      | Redwood     |    9204 |
| A-1000601      | Downtown    |    6619 |
| A-1000602      | Perryridge  |    9585 |
| A-1000603      | Round Hill  |     973 |
| A-1000604      | Perryridge  |    1851 |
| A-1000605      | Mianus      |    8300 |
| A-1000606      | North Town  |    4663 |
| A-1000607      | Mianus      |    6155 |
| A-1000608      | Round Hill  |     352 |
| A-1000609      | Pownal      |    7611 |
| A-1000610      | Round Hill  |    8084 |
| A-1000611      | Mianus      |    8568 |
| A-1000612      | Downtown    |    1885 |
| A-1000613      | Perryridge  |    5245 |
| A-1000614      | Redwood     |    4010 |
| A-1000615      | Round Hill  |    3696 |
| A-1000616      | Mianus      |    5878 |
| A-1000617      | Downtown    |    2196 |
| A-1000618      | Perryridge  |    8790 |
| A-1000619      | Mianus      |    9037 |
| A-1000620      | Brighton    |    8834 |
| A-1000621      | Brighton    |    7655 |
| A-1000622      | Pownal      |    6384 |
| A-1000623      | Downtown    |    2754 |
| A-1000624      | North Town  |    4027 |
| A-1000625      | Mianus      |    6738 |
| A-1000626      | Perryridge  |     280 |
| A-1000627      | Round Hill  |   10033 |
| A-1000628      | North Town  |     164 |
| A-1000629      | North Town  |    6023 |
| A-1000630      | North Town  |    1659 |
| A-1000631      | Mianus      |    2056 |
| A-1000632      | Pownal      |    3988 |
| A-1000633      | Round Hill  |    3947 |
| A-1000634      | Pownal      |    3432 |
| A-1000635      | Perryridge  |    6533 |
| A-1000636      | Round Hill  |    8801 |
| A-1000637      | Downtown    |    8167 |
| A-1000638      | Mianus      |    5337 |
| A-1000639      | Pownal      |    4166 |
| A-1000640      | Perryridge  |    1766 |
| A-1000641      | Mianus      |    8073 |
| A-1000642      | Downtown    |     526 |
| A-1000643      | Brighton    |    9825 |
| A-1000644      | Mianus      |    2501 |
| A-1000645      | Perryridge  |    5236 |
| A-1000646      | Perryridge  |    4851 |
| A-1000647      | Redwood     |    7803 |
| A-1000648      | Redwood     |    7479 |
| A-1000649      | Mianus      |    5741 |
| A-1000650      | Downtown    |    9164 |
| A-1000651      | Mianus      |    8408 |
| A-1000652      | Redwood     |    4841 |
| A-1000653      | Brighton    |    3562 |
| A-1000654      | Pownal      |    9784 |
| A-1000655      | Pownal      |    8171 |
| A-1000656      | Perryridge  |    8881 |
| A-1000657      | Perryridge  |    1323 |
| A-1000658      | Perryridge  |    5844 |
| A-1000659      | North Town  |     448 |
| A-1000660      | Brighton    |    6735 |
| A-1000661      | Round Hill  |    5158 |
| A-1000662      | Perryridge  |    7073 |
| A-1000663      | Perryridge  |    2764 |
| A-1000664      | Pownal      |    2975 |
| A-1000665      | Redwood     |    3477 |
| A-1000666      | Downtown    |    6689 |
| A-1000667      | Mianus      |    4358 |
| A-1000668      | Redwood     |    8236 |
| A-1000669      | Round Hill  |    1747 |
| A-1000670      | North Town  |     626 |
| A-1000671      | Downtown    |    6482 |
| A-1000672      | Brighton    |    4735 |
| A-1000673      | Round Hill  |    7368 |
| A-1000674      | North Town  |     164 |
| A-1000675      | Brighton    |    9904 |
| A-1000676      | Round Hill  |    3331 |
| A-1000677      | Brighton    |    4385 |
| A-1000678      | Pownal      |    2271 |
| A-1000679      | Mianus      |    3179 |
| A-1000680      | Perryridge  |    3430 |
| A-1000681      | Pownal      |    6226 |
| A-1000682      | Brighton    |    9307 |
| A-1000683      | North Town  |    7668 |
| A-1000684      | Downtown    |    8619 |
| A-1000685      | Perryridge  |    1136 |
| A-1000686      | Round Hill  |    3906 |
| A-1000687      | Redwood     |    2056 |
| A-1000688      | Redwood     |    1923 |
| A-1000689      | North Town  |    2547 |
| A-1000690      | North Town  |    1629 |
| A-1000691      | Perryridge  |     602 |
| A-1000692      | North Town  |    1603 |
| A-1000693      | North Town  |    7009 |
| A-1000694      | Perryridge  |    1968 |
| A-1000695      | Mianus      |    9720 |
| A-1000696      | Perryridge  |    6406 |
| A-1000697      | Mianus      |    1528 |
| A-1000698      | Pownal      |    6051 |
| A-1000699      | Round Hill  |    9474 |
| A-1000700      | Redwood     |    1030 |
| A-1000701      | Mianus      |    7313 |
| A-1000702      | North Town  |    5155 |
| A-1000703      | Mianus      |    8806 |
| A-1000704      | Brighton    |    8642 |
| A-1000705      | Perryridge  |    9009 |
| A-1000706      | Redwood     |    4446 |
| A-1000707      | North Town  |    9014 |
| A-1000708      | Brighton    |    9866 |
| A-1000709      | Brighton    |    3851 |
| A-1000710      | Pownal      |    4810 |
| A-1000711      | Brighton    |    2658 |
| A-1000712      | Mianus      |    4909 |
| A-1000713      | North Town  |    7376 |
| A-1000714      | Mianus      |    9287 |
| A-1000715      | Redwood     |    6209 |
| A-1000716      | Round Hill  |    6033 |
| A-1000717      | Redwood     |    4060 |
| A-1000718      | Perryridge  |    2546 |
| A-1000719      | Mianus      |    8419 |
| A-1000720      | Perryridge  |    2246 |
| A-1000721      | North Town  |    8959 |
| A-1000722      | Perryridge  |      97 |
| A-1000723      | Mianus      |    7759 |
| A-1000724      | Redwood     |    7358 |
| A-1000725      | North Town  |    6386 |
| A-1000726      | Perryridge  |    5252 |
| A-1000727      | Mianus      |    2141 |
| A-1000728      | Downtown    |    8376 |
| A-1000729      | Pownal      |    6937 |
| A-1000730      | Downtown    |    8597 |
| A-1000731      | Downtown    |     362 |
| A-1000732      | North Town  |    4783 |
| A-1000733      | North Town  |    7866 |
| A-1000734      | Redwood     |    9274 |
| A-1000735      | Downtown    |    2632 |
| A-1000736      | North Town  |    7656 |
| A-1000737      | Mianus      |    5563 |
| A-1000738      | Brighton    |    6278 |
| A-1000739      | North Town  |    5006 |
| A-1000740      | Brighton    |    3214 |
| A-1000741      | Pownal      |    1134 |
| A-1000742      | Brighton    |    2189 |
| A-1000743      | Pownal      |    5858 |
| A-1000744      | Mianus      |    9172 |
| A-1000745      | Downtown    |    1656 |
| A-1000746      | Round Hill  |    4575 |
| A-1000747      | Downtown    |    3103 |
| A-1000748      | Downtown    |    1147 |
| A-1000749      | North Town  |    7719 |
| A-1000750      | Pownal      |    4831 |
| A-1000751      | Downtown    |    6963 |
| A-1000752      | North Town  |    5911 |
| A-1000753      | Downtown    |    2621 |
| A-1000754      | Mianus      |    7815 |
| A-1000755      | North Town  |     393 |
| A-1000756      | Brighton    |    2332 |
| A-1000757      | Brighton    |    1382 |
| A-1000758      | Round Hill  |    3031 |
| A-1000759      | Perryridge  |    5185 |
| A-1000760      | Redwood     |    5830 |
| A-1000761      | North Town  |    3594 |
| A-1000762      | Mianus      |    2243 |
| A-1000763      | Perryridge  |    4461 |
| A-1000764      | Downtown    |    5127 |
| A-1000765      | Brighton    |    4095 |
| A-1000766      | Brighton    |    5861 |
| A-1000767      | Redwood     |    6923 |
| A-1000768      | Round Hill  |    2109 |
| A-1000769      | Downtown    |    8639 |
| A-1000770      | Perryridge  |    1024 |
| A-1000771      | Mianus      |    2120 |
| A-1000772      | Brighton    |    5804 |
| A-1000773      | Round Hill  |    9351 |
| A-1000774      | Brighton    |    8483 |
| A-1000775      | Pownal      |    2186 |
| A-1000776      | North Town  |    3693 |
| A-1000777      | North Town  |    2123 |
| A-1000778      | Round Hill  |    1384 |
| A-1000779      | Pownal      |      14 |
| A-1000780      | Round Hill  |    1856 |
| A-1000781      | Redwood     |    1110 |
| A-1000782      | Perryridge  |    6001 |
| A-1000783      | Mianus      |    6922 |
| A-1000784      | Brighton    |      35 |
| A-1000785      | Mianus      |    9442 |
| A-1000786      | Round Hill  |    6587 |
| A-1000787      | Redwood     |     857 |
| A-1000788      | Perryridge  |    8041 |
| A-1000789      | Brighton    |    3768 |
| A-1000790      | Redwood     |    1270 |
| A-1000791      | Pownal      |    6856 |
| A-1000792      | Redwood     |    3945 |
| A-1000793      | North Town  |    1764 |
| A-1000794      | Downtown    |    1320 |
| A-1000795      | Round Hill  |   10073 |
| A-1000796      | Downtown    |    4542 |
| A-1000797      | Perryridge  |    9681 |
| A-1000798      | Round Hill  |    8702 |
| A-1000799      | Mianus      |    2554 |
| A-1000800      | Downtown    |    1128 |
| A-1000801      | Round Hill  |    4703 |
| A-1000802      | Mianus      |    5748 |
| A-1000803      | Brighton    |    1914 |
| A-1000804      | Pownal      |    3256 |
| A-1000805      | Round Hill  |   10000 |
| A-1000806      | Downtown    |    8575 |
| A-1000807      | Perryridge  |    2683 |
| A-1000808      | Redwood     |    3468 |
| A-1000809      | Redwood     |      99 |
| A-1000810      | Perryridge  |    5017 |
| A-1000811      | Redwood     |    3227 |
| A-1000812      | Brighton    |    1493 |
| A-1000813      | Perryridge  |     444 |
| A-1000814      | Brighton    |    1600 |
| A-1000815      | Downtown    |    3963 |
| A-1000816      | North Town  |    5628 |
| A-1000817      | Round Hill  |    2616 |
| A-1000818      | Round Hill  |    3135 |
| A-1000819      | Mianus      |    3661 |
| A-1000820      | Round Hill  |    4437 |
| A-1000821      | Perryridge  |    8903 |
| A-1000822      | Mianus      |    5934 |
| A-1000823      | Pownal      |     422 |
| A-1000824      | Mianus      |     607 |
| A-1000825      | Redwood     |     989 |
| A-1000826      | Mianus      |    6578 |
| A-1000827      | Downtown    |    8527 |
| A-1000828      | Brighton    |    5803 |
| A-1000829      | Perryridge  |    8878 |
| A-1000830      | Brighton    |    1057 |
| A-1000831      | Downtown    |    1137 |
| A-1000832      | Brighton    |    5863 |
| A-1000833      | Round Hill  |    6581 |
| A-1000834      | Redwood     |    9098 |
| A-1000835      | Round Hill  |     672 |
| A-1000836      | Perryridge  |    7958 |
| A-1000837      | Mianus      |    7196 |
| A-1000838      | Redwood     |     459 |
| A-1000839      | North Town  |    9820 |
| A-1000840      | Pownal      |    2335 |
| A-1000841      | Mianus      |    7990 |
| A-1000842      | Downtown    |    6571 |
| A-1000843      | Downtown    |    6728 |
| A-1000844      | North Town  |    1104 |
| A-1000845      | Perryridge  |    7547 |
| A-1000846      | Downtown    |    1922 |
| A-1000847      | Mianus      |    3689 |
| A-1000848      | Brighton    |    3435 |
| A-1000849      | Pownal      |    5885 |
| A-1000850      | Round Hill  |     242 |
| A-1000851      | Round Hill  |    6276 |
| A-1000852      | Mianus      |    8704 |
| A-1000853      | Downtown    |    3773 |
| A-1000854      | Round Hill  |    8895 |
| A-1000855      | North Town  |     808 |
| A-1000856      | Round Hill  |    2861 |
| A-1000857      | Round Hill  |    3720 |
| A-1000858      | Brighton    |    1583 |
| A-1000859      | Downtown    |    8663 |
| A-1000860      | Perryridge  |    6315 |
| A-1000861      | Redwood     |    8111 |
| A-1000862      | Perryridge  |    9212 |
| A-1000863      | Pownal      |     570 |
| A-1000864      | Redwood     |    7947 |
| A-1000865      | Downtown    |    6227 |
| A-1000866      | Mianus      |    9940 |
| A-1000867      | Pownal      |    6103 |
| A-1000868      | Brighton    |    2497 |
| A-1000869      | Brighton    |    1093 |
| A-1000870      | Downtown    |    6537 |
| A-1000871      | Round Hill  |    2457 |
| A-1000872      | Redwood     |    2496 |
| A-1000873      | Round Hill  |    6905 |
| A-1000874      | North Town  |    2408 |
| A-1000875      | Round Hill  |    9591 |
| A-1000876      | Downtown    |    6746 |
| A-1000877      | Round Hill  |    3783 |
| A-1000878      | Redwood     |    7046 |
| A-1000879      | Redwood     |    6633 |
| A-1000880      | Round Hill  |    2279 |
| A-1000881      | Pownal      |    8221 |
| A-1000882      | Redwood     |    5092 |
| A-1000883      | North Town  |    5973 |
| A-1000884      | Brighton    |    7597 |
| A-1000885      | Pownal      |    2467 |
| A-1000886      | Downtown    |    6121 |
| A-1000887      | Brighton    |     684 |
| A-1000888      | Brighton    |    4824 |
| A-1000889      | Perryridge  |    2173 |
| A-1000890      | North Town  |    5442 |
| A-1000891      | Redwood     |    1555 |
| A-1000892      | Downtown    |    4132 |
| A-1000893      | Pownal      |    6404 |
| A-1000894      | Downtown    |    2435 |
| A-1000895      | North Town  |    8489 |
| A-1000896      | Redwood     |    5999 |
| A-1000897      | Perryridge  |    4922 |
| A-1000898      | Round Hill  |    1550 |
| A-1000899      | Round Hill  |    1787 |
| A-1000900      | Redwood     |    3175 |
| A-1000901      | Perryridge  |     687 |
| A-1000902      | Perryridge  |    1097 |
| A-1000903      | Perryridge  |    7022 |
| A-1000904      | Mianus      |    4036 |
| A-1000905      | Round Hill  |    4434 |
| A-1000906      | Perryridge  |    7234 |
| A-1000907      | Mianus      |    5292 |
| A-1000908      | Downtown    |    9058 |
| A-1000909      | Mianus      |    1834 |
| A-1000910      | Downtown    |     368 |
| A-1000911      | Brighton    |    9339 |
| A-1000912      | Downtown    |    7551 |
| A-1000913      | Perryridge  |     121 |
| A-1000914      | Redwood     |    9517 |
| A-1000915      | Pownal      |    3238 |
| A-1000916      | Brighton    |    1361 |
| A-1000917      | Redwood     |    9367 |
| A-1000918      | Pownal      |    1366 |
| A-1000919      | Perryridge  |    7637 |
| A-1000920      | Redwood     |    5603 |
| A-1000921      | Round Hill  |    4211 |
| A-1000922      | Perryridge  |    1259 |
| A-1000923      | Redwood     |    4109 |
| A-1000924      | North Town  |    5020 |
| A-1000925      | Downtown    |    9242 |
| A-1000926      | North Town  |    1609 |
| A-1000927      | Redwood     |    2794 |
| A-1000928      | Brighton    |    4815 |
| A-1000929      | Round Hill  |    4132 |
| A-1000930      | Perryridge  |     220 |
| A-1000931      | Downtown    |    8549 |
| A-1000932      | Perryridge  |    2763 |
| A-1000933      | Brighton    |    5275 |
| A-1000934      | Downtown    |     624 |
| A-1000935      | North Town  |    1648 |
| A-1000936      | Downtown    |    6953 |
| A-1000937      | North Town  |    6863 |
| A-1000938      | Round Hill  |    9158 |
| A-1000939      | North Town  |    4372 |
| A-1000940      | Round Hill  |    2337 |
| A-1000941      | Redwood     |    1371 |
| A-1000942      | North Town  |    6682 |
| A-1000943      | Mianus      |    3237 |
| A-1000944      | Downtown    |    8545 |
| A-1000945      | Mianus      |    7248 |
| A-1000946      | Redwood     |    9668 |
| A-1000947      | Round Hill  |    7520 |
| A-1000948      | Round Hill  |    7614 |
| A-1000949      | Perryridge  |      88 |
| A-1000950      | Downtown    |    1781 |
| A-1000951      | Redwood     |    3790 |
| A-1000952      | Pownal      |    4254 |
| A-1000953      | Pownal      |    4620 |
| A-1000954      | Perryridge  |    4664 |
| A-1000955      | Mianus      |    8361 |
| A-1000956      | Perryridge  |    5228 |
| A-1000957      | Round Hill  |    1459 |
| A-1000958      | Brighton    |    5951 |
| A-1000959      | Brighton    |    6393 |
| A-1000960      | Downtown    |    5845 |
| A-1000961      | Downtown    |    7214 |
| A-1000962      | Redwood     |    6496 |
| A-1000963      | Brighton    |    2226 |
| A-1000964      | Round Hill  |    4428 |
| A-1000965      | Pownal      |    3299 |
| A-1000966      | Redwood     |    6072 |
| A-1000967      | Mianus      |    3036 |
| A-1000968      | Brighton    |    9595 |
| A-1000969      | North Town  |    5742 |
| A-1000970      | Redwood     |    6446 |
| A-1000971      | Perryridge  |    4439 |
| A-1000972      | Pownal      |    4892 |
| A-1000973      | North Town  |    2928 |
| A-1000974      | Brighton    |    4240 |
| A-1000975      | Perryridge  |    5021 |
| A-1000976      | Round Hill  |    8235 |
| A-1000977      | Pownal      |    1419 |
| A-1000978      | Mianus      |    7599 |
| A-1000979      | Downtown    |      34 |
| A-1000980      | North Town  |    8105 |
| A-1000981      | Mianus      |    3205 |
| A-1000982      | Downtown    |    1598 |
| A-1000983      | Round Hill  |    8541 |
| A-1000984      | Round Hill  |    5698 |
| A-1000985      | North Town  |    1110 |
| A-1000986      | North Town  |    4712 |
| A-1000987      | Pownal      |    9825 |
| A-1000988      | Downtown    |    4635 |
| A-1000989      | Pownal      |    8239 |
| A-1000990      | Mianus      |    1621 |
| A-1000991      | Brighton    |    8807 |
| A-1000992      | North Town  |    2362 |
| A-1000993      | Brighton    |    8770 |
| A-1000994      | Downtown    |    1939 |
| A-1000995      | Redwood     |    4185 |
| A-1000996      | Mianus      |    6129 |
| A-1000997      | Brighton    |    5137 |
| A-1000998      | Perryridge  |    8428 |
| A-1000999      | Pownal      |    6273 |
| A-1001000      | Brighton    |    5170 |
| A-101          | Downtown    |     505 |
| A-102          | Perryridge  |     404 |
| A-201          | Brighton    |     909 |
| A-215          | Mianus      |     707 |
| A-217          | Brighton    |     758 |
| A-222          | Redwood     |     707 |
| A-305          | Round Hill  |     354 |
+----------------+-------------+---------+
1008 rows in set (0.00 sec)

mysql> # 创建新表branch_total和触发器
mysql> -- 创建 branch_total 表
mysql> CREATE TABLE branch_total (
    ->   branch_name CHAR(30) NOT NULL,
    ->   total_balance DECIMAL(12),
    ->   PRIMARY KEY (branch_name),
    ->   FOREIGN KEY (branch_name) REFERENCES branch(branch_name)
    -> );
Query OK, 0 rows affected (0.01 sec)

mysql> -- 填充初始数据
mysql> INSERT INTO branch_total (branch_name, total_balance)
    -> SELECT branch_name, SUM(balance)
    -> FROM account
    -> GROUP BY branch_name;
Query OK, 8 rows affected (0.01 sec)
Records: 8  Duplicates: 0  Warnings: 0

mysql> -- 创建 INSERT 触发器
mysql> DELIMITER $$
mysql> CREATE TRIGGER after_account_insert
    -> AFTER INSERT ON account
    -> FOR EACH ROW
    -> BEGIN
    ->   UPDATE branch_total
    ->   SET total_balance = total_balance + NEW.balance
    ->   WHERE branch_name = NEW.branch_name;
    ->   
    ->   INSERT INTO branch_total(branch_name, total_balance)
    ->   SELECT NEW.branch_name, NEW.balance
    ->   WHERE NOT EXISTS (SELECT 1 FROM branch_total WHERE branch_name = NEW.branch_name);
    -> END$$
Query OK, 0 rows affected (0.00 sec)

mysql> DELIMITER ;
mysql> -- 创建 DELETE 触发器
mysql> DELIMITER $$
mysql> CREATE TRIGGER after_account_delete
    -> AFTER DELETE ON account
    -> FOR EACH ROW
    -> BEGIN
    ->   UPDATE branch_total
    ->   SET total_balance = total_balance - OLD.balance
    ->   WHERE branch_name = OLD.branch_name;
    -> END$$
Query OK, 0 rows affected (0.00 sec)

mysql> DELIMITER ;
mysql> -- 创建 UPDATE 触发器
mysql> DELIMITER $$
mysql> CREATE TRIGGER after_account_update
    -> AFTER UPDATE ON account
    -> FOR EACH ROW
    -> BEGIN
    ->   IF OLD.branch_name = NEW.branch_name THEN
    ->     UPDATE branch_total
    ->     SET total_balance = total_balance + (NEW.balance - OLD.balance)
    ->     WHERE branch_name = NEW.branch_name;
    ->   ELSE
    ->     -- 支行名称发生变化
    ->     UPDATE branch_total
